"","formally_taught_perl","formally_taught_other_os_language","other_os_language_taught"
"4721",1,3,"scheme"
"4722",1,1,""
"4723",NA,NA,""
"4724",1,1,""
"4725",NA,NA,""
"4726",NA,NA,""
"4727",2,3,"PHP"
"4728",NA,NA,""
"4729",1,2,""
"4730",NA,NA,""
"4731",1,1,""
"4732",4,4,"php"
"4733",1,3,"C++, C, Shellscript"
"4734",1,1,""
"4735",5,3,"php"
"4736",1,1,""
"4737",1,1,""
"4738",1,1,""
"4739",1,1,""
"4740",NA,NA,""
"4741",1,4,"C"
"4742",1,1,""
"4743",4,1,""
"4744",1,1,""
"4745",3,1,""
"4746",1,1,""
"4747",1,1,""
"4748",1,1,""
"4749",1,1,""
"4750",1,1,""
"4751",1,1,""
"4752",1,1,""
"4753",1,1,""
"4754",1,1,""
"4755",NA,NA,""
"4756",1,1,""
"4757",NA,NA,""
"4758",2,3,"javascript"
"4759",1,1,""
"4760",1,3,""
"4761",1,1,""
"4762",NA,NA,""
"4763",2,2,""
"4764",1,1,""
"4765",1,1,""
"4766",1,1,""
"4767",1,4,"Lisp"
"4768",1,3,"java, php"
"4769",1,1,"BASIC :)"
"4770",2,3,"PHP"
"4771",3,2,"Java Script, PHP"
"4772",NA,NA,""
"4773",NA,NA,""
"4774",1,1,""
"4775",1,1,""
"4776",1,1,""
"4777",1,1,""
"4778",NA,NA,""
"4779",1,2,"awk"
"4780",NA,NA,""
"4781",1,1,""
"4782",2,2,"Python, Php"
"4783",2,2,""
"4784",1,1,""
"4785",1,1,""
"4786",1,1,""
"4787",2,3,"python"
"4788",1,1,""
"4789",1,1,""
"4790",1,3,"logo, basic, bash"
"4791",1,1,""
"4792",1,1,""
"4793",1,4,"caml"
"4794",1,2,""
"4795",1,1,""
"4796",1,1,""
"4797",1,1,""
"4798",1,1,""
"4799",NA,NA,""
"4800",3,3,"Fortran, C, C++, openMPI"
"4801",1,3,"scheme"
"4802",4,4,""
"4803",1,1,""
"4804",NA,NA,""
"4805",1,1,""
"4806",1,1,""
"4807",NA,NA,""
"4808",1,1,""
"4809",3,3,""
"4810",1,1,""
"4811",1,1,""
"4812",1,1,""
"4813",1,1,""
"4814",NA,NA,""
"4815",3,3,"Java - a tiny bit"
"4816",3,1,""
"4817",1,1,""
"4818",NA,NA,""
"4819",1,1,""
"4820",1,1,""
"4821",1,1,""
"4822",1,1,""
"4823",1,1,""
"4824",3,5,"phyton, java"
"4825",3,1,""
"4826",1,1,""
"4827",1,1,""
"4828",1,1,""
"4829",1,1,""
"4830",1,1,""
"4831",1,1,""
"4832",1,1,""
"4833",1,1,""
"4834",1,1,""
"4835",1,1,""
"4836",2,3,"PHP"
"4837",1,1,""
"4838",2,3,""
"4839",1,1,""
"4840",1,1,""
"4841",1,1,""
"4842",1,1,""
"4843",1,1,""
"4844",NA,NA,""
"4845",1,2,"PHP"
